Date,Close,High,Low,Open,Volume,sma20,sma50,sma_cross,rsi,macd,macd_signal,macd_diff,bb_upper,bb_lower,bb_width,bb_pos,volume_ma20,volume_ratio,day_of_week,month,future_return,label,atr,atr_ratio,returns,volatility_10,volatility_20,high_52w,low_52w,dist_52w_high,dist_52w_low,weekly_return,monthly_return,quarterly_return,obv,obv_ratio,upper_wick,lower_wick,body_size,wick_ratio,atr_20,regime_vol,trend_strength
2025-04-15,23328.55078125,23368.349609375,23207.0,23368.349609375,388300,23051.0173828125,22961.2430859375,0.0038482586302426,55.969472182238704,-16.35639065684518,17.218681826426995,-33.57507248327217,23957.85074120099,22144.18402442401,0.0777445085973659,0.6530233729660635,370965.0,1.0467294758265604,1,4,0.0428830083308928,1,274.4105747767857,0.011762864198034085,0.02190239778210845,0.017423245210514974,0.013324271233649349,26277.349609375,21281.44921875,-0.11221827436785914,0.096191830803346,0.01851612140722514,0.03692124048034007,-0.004393624767940585,1520100.0,1.229441570993558,0.0,121.55078125,39.798828125,-3.05412965590795,244.88773716517858,1.1061847820916082,0.5965949384995399
2025-04-16,23437.19921875,23452.19921875,23273.05078125,23344.099609375,348400,23103.0173828125,22964.9970703125,0.0058889422414254,57.43927111816953,24.890432374781085,18.753031936097813,6.137400438683272,23972.420847054585,22233.61391857042,0.0741900477209366,0.6921903061594242,374010.0,0.9315258950295446,2,4,0.0345391099185772,1,267.54617745535717,0.011415450069704467,0.004657316201027051,0.01749158838185536,0.013278503260571707,26277.349609375,21281.44921875,-0.10808359415409674,0.10129714277638004,0.05755900439765127,0.043020814790503126,0.015214882293629994,1868500.0,1.3907651999806476,15.0,71.048828125,93.099609375,-0.6020307550232186,247.55271344866068,1.0642577524302077,0.7492957556805109
2025-04-17,23851.650390625,23872.349609375,23298.55078125,23401.849609375,505300,23170.16240234375,22971.8620703125,0.0083139040185324,62.57186388467556,89.98429965881951,32.99928548064216,56.98501417817735,24052.935363340526,22287.38944134697,0.0740219604546739,0.88599278545627,386720.0,1.3066301199834505,3,4,0.007869443651739,0,289.37472098214283,0.0121322724525546,0.017683476937954135,0.0174705828984583,0.01370751863914586,26277.349609375,21281.44921875,-0.09231141096073786,0.12077190540250082,0.05838700577335332,0.06493897552410899,0.02915076497509128,2373800.0,1.6222181978466554,20.69921875,103.298828125,449.80078125,-0.18363598468030978,251.22643694196432,1.1178490300008364,1.5048769193684992
2025-04-21,24125.55078125,24189.55078125,23903.650390625,23949.150390625,406100,23234.72490234375,22984.730078125,0.0103622431871292,65.53034405201471,161.807910034815,58.76101039147672,103.04689964333826,24195.24956118759,22274.200243499912,0.0796271693486345,0.9637183807329402,393395.0,1.032295784135538,0,4,0.0084122107963533,0,289.45326450892856,0.011997788864322513,0.011483498464016417,0.01763523631650041,0.01359197135089324,26277.349609375,21281.44921875,-0.08188797044270021,0.13364228785670326,0.07707436936302603,0.0718298786582996,0.039303137577136216,2779900.0,1.7486067254588684,64.0,45.5,176.400390625,0.10487505120792658,254.51354631696427,1.0943630750720121,1.8079070763643177
2025-04-22,24167.25,24242.599609375,24072.0,24185.400390625,440900,23297.707421875,23000.8540625,0.0122832907912567,65.97134066227866,219.56243806404385,90.92129592599017,128.64114213805368,24326.910438423634,22268.504405326363,0.0851733661503593,0.922434915241968,399240.0,1.1043482616972249,1,4,0.0069804888330282,0,284.9068080357143,0.011788962667896193,0.0017284255654137493,0.017480627173747144,0.01359389916219688,26277.349609375,21281.44921875,-0.08030108213889948,0.13560170416906892,0.05864144559932072,0.05837486470549291,0.036695973287402595,3220800.0,1.8702746646536206,57.19921875,95.25,18.150390625,-2.096416657583841,257.4970842633929,1.06580466271954,1.646954497171787
2025-04-23,24328.94921875,24359.30078125,24119.94921875,24357.599609375,415000,23354.62236328125,23012.648046875,0.0140562715360799,67.69719155420327,275.20865909191707,127.77876855917556,147.42989053274152,24475.64925599528,22233.595470567223,0.0921558002883303,0.9345689036548824,404305.0,1.026452801721473,2,4,0.0002157923037611,0,287.7890625,0.011829079008402252,0.006690840652122221,0.016173821695340162,0.013441766843385583,26277.349609375,21281.44921875,-0.07414752323156164,0.14319983421594254,0.04288300833089287,0.06204707754684646,0.04851701652806151,3635800.0,1.9552725620265827,1.701171875,209.0,28.650390625,-7.235462539797903,260.13241489955357,1.061313455315628,1.6942614930290196
2025-04-24,24246.69921875,24347.849609375,24216.150390625,24277.900390625,358800,23399.4373046875,23023.656015625,0.0154982451702913,65.8672360069573,309.10859113264814,164.04473307387008,145.06385805877807,24585.95508226061,22212.919527114384,0.0978704579017981,0.8570371763815768,395195.0,0.9079062235099128,3,4,0.0041242727143111,0,266.57114955357144,0.010994121185263505,-0.0033807460922566923,0.009837352149041714,0.013460826046709526,26277.349609375,21281.44921875,-0.0772775953744027,0.13933496584374852,0.03453910991857723,0.04553769775046557,0.03863606244444684,3277000.0,1.6788941943152242,69.94921875,30.548828125,31.201171875,1.26278560246344,261.97685546875,0.9813036720998539,1.3919871726568018
2025-04-25,24039.349609375,24365.44921875,23847.849609375,24289.0,387700,23418.4873046875,23032.376015625,0.0160616362479259,61.36389528963377,315.6050523411068,194.35679692731745,121.24825541378937,24632.926789277582,22204.047820097418,0.1010376324088625,0.7556168144092679,398985.0,0.9717157286614784,4,4,0.0175462642751991,1,289.8603515625,0.012057745166676999,-0.00855166336268387,0.010831795518689074,0.013384938667871965,26277.349609375,21281.44921875,-0.08516840675596699,0.12959175675851786,0.007869443651739028,0.029504813931439333,0.0440701249111326,2889300.0,1.4379670481437519,76.44921875,191.5,249.650390625,-0.4608475915519676,264.9200474330357,1.06533351500764,0.9965778084487971
2025-04-28,24328.5,24355.099609375,24054.05078125,24070.25,320500,23451.47978515625,23047.74703125,0.0165950532875536,64.96152009314287,340.16436163017715,223.51830986788937,116.64605176228778,24725.692308197173,22177.26726211533,0.1047506030409537,0.8441420481218985,398100.0,0.805074101984426,0,4,0.0021004011498859,0,299.8853236607143,0.012326502811957756,0.012028211882747275,0.009970623206850571,0.01361353005153511,26277.349609375,21281.44921875,-0.07416461851539649,0.14317872574981402,0.008412210796353348,0.02832616821079692,0.050664335042042374,3209800.0,1.5537618142872702,26.599609375,16.19921875,258.25,0.04027256776363883,267.9082449776786,1.078684185829891,1.3417127073780275
2025-04-29,24335.94921875,24457.650390625,24290.75,24370.69921875,357600,23493.934765625,23066.8340234375,0.0175501986114613,65.05180577924877,356.1237084477689,250.0393895838653,106.08431886390358,24825.33060582699,22162.538925423007,0.1094180324124113,0.8162149180957537,402050.0,0.8894416117398334,1,4,0.0032236742101088,0,286.28892299107144,0.011764033546326429,0.0003061930965739812,0.009465872890462452,0.013447268595273478,26277.349609375,21281.44921875,-0.07388113411302198,0.14352875918378885,0.006980488833028264,0.028193361983550824,0.04872150725616464,3567400.0,1.6560477029382614,86.951171875,45.19921875,34.75,1.2014950539222593,270.3676897321428,1.0219994630674683,1.2328327101758274
